330 1660161146 0,331995 0,200000 0,331995 0,331995 0,022044
358 1660161147 0,273813 0,200000 0,273813 0,273813 0,014995
355 1660161147 39,471441 0,200000 39,471441 39,471441 311,598935
330 1660161147 0,331995 0,200000 0,331995 0,331995 0,022044
358 1660161148 0,273813 0,200000 0,273813 0,273813 0,014995
355 1660161148 39,471441 0,200000 39,471441 39,471441 311,598935
330 1660161148 0,331995 0,200000 0,331995 0,331995 0,022044
358 1660161149 0,273813 0,200000 0,273813 0,273813 0,014995
355 1660161149 39,471441 0,200000 39,471441 39,471441 311,598935
330 1660161149 0,331995 0,200000 0,331995 0,331995 0,022044
358 1660161150 0,273813 0,200000 0,273813 0,273813 0,014995
355 1660161150 39,471441 0,200000 39,471441 39,471441 311,598935
330 1660161150 0,331995 0,200000 0,331995 0,331995 0,022044
348 1660161156 0,303201 0,200000 0,303201 0,303201 0,018386
330 1660161156 0,355468 0,200000 0,355468 0,355468 0,025271
348 1660161157 0,303201 0,200000 0,303201 0,303201 0,018386
330 1660161157 0,355468 0,200000 0,355468 0,355468 0,025271
348 1660161158 0,303201 0,200000 0,303201 0,303201 0,018386
330 1660161158 0,355468 0,200000 0,355468 0,355468 0,025271
348 1660161159 0,303201 0,200000 0,303201 0,303201 0,018386
330 1660161159 0,355468 0,200000 0,355468 0,355468 0,025271
348 1660161160 0,303201 0,200000 0,303201 0,303201 0,018386
330 1660161160 0,355468 0,200000 0,355468 0,355468 0,025271
358 1660161161 0,270737 0,200000 0,270737 0,270737 0,014660
355 1660161161 16,298718 0,200000 16,298718 16,298718 53,129642
358 1660161162 0,270737 0,200000 0,270737 0,270737 0,014660
355 1660161162 16,298718 0,200000 16,298718 16,298718 53,129642
355 1660161163 16,298718 0,200000 16,298718 16,298718 53,129642
358 1660161163 0,270737 0,200000 0,270737 0,270737 0,014660
358 1660161164 0,270737 0,200000 0,270737 0,270737 0,014660
355 1660161164 16,298718 0,200000 16,298718 16,298718 53,129642
358 1660161165 0,270737 0,200000 0,270737 0,270737 0,014660
355 1660161165 16,298718 0,200000 16,298718 16,298718 53,129642
348 1660161176 0,302782 0,200000 0,302782 0,302782 0,018335
358 1660161176 0,289235 0,200000 0,289235 0,289235 0,016731
355 1660161176 19,874440 0,200000 19,874440 19,874440 78,998675
330 1660161176 0,354302 0,200000 0,354302 0,354302 0,025106
348 1660161177 0,302782 0,200000 0,302782 0,302782 0,018335
358 1660161177 0,289235 0,200000 0,289235 0,289235 0,016731
355 1660161177 19,874440 0,200000 19,874440 19,874440 78,998675
330 1660161177 0,354302 0,200000 0,354302 0,354302 0,025106
348 1660161178 0,302782 0,200000 0,302782 0,302782 0,018335
358 1660161178 0,289235 0,200000 0,289235 0,289235 0,016731
355 1660161178 19,874440 0,200000 19,874440 19,874440 78,998675
330 1660161178 0,354302 0,200000 0,354302 0,354302 0,025106
348 1660161179 0,302782 0,200000 0,302782 0,302782 0,018335
358 1660161179 0,289235 0,200000 0,289235 0,289235 0,016731
355 1660161179 19,874440 0,200000 19,874440 19,874440 78,998675
330 1660161179 0,354302 0,200000 0,354302 0,354302 0,025106
348 1660161180 0,302782 0,200000 0,302782 0,302782 0,018335
358 1660161180 0,289235 0,200000 0,289235 0,289235 0,016731
355 1660161180 19,874440 0,200000 19,874440 19,874440 78,998675
330 1660161180 0,354302 0,200000 0,354302 0,354302 0,025106
330 1660161181 0,273572 0,200000 0,273572 0,273572 0,014968
330 1660161182 0,273572 0,200000 0,273572 0,273572 0,014968
330 1660161183 0,273572 0,200000 0,273572 0,273572 0,014968
330 1660161184 0,273572 0,200000 0,273572 0,273572 0,014968
330 1660161185 0,273572 0,200000 0,273572 0,273572 0,014968
348 1660161186 0,287673 0,200000 0,287673 0,287673 0,016551
348 1660161187 0,287673 0,200000 0,287673 0,287673 0,016551
348 1660161188 0,287673 0,200000 0,287673 0,287673 0,016551
348 1660161189 0,287673 0,200000 0,287673 0,287673 0,016551
348 1660161190 0,287673 0,200000 0,287673 0,287673 0,016551
348 1660161191 0,303730 0,200000 0,303730 0,303730 0,018450
358 1660161191 0,289561 0,200000 0,289561 0,289561 0,016769
355 1660161191 16,951053 0,200000 16,951053 16,951053 57,467641
348 1660161192 0,303730 0,200000 0,303730 0,303730 0,018450
358 1660161192 0,289561 0,200000 0,289561 0,289561 0,016769
355 1660161192 16,951053 0,200000 16,951053 16,951053 57,467641
348 1660161193 0,303730 0,200000 0,303730 0,303730 0,018450
358 1660161193 0,289561 0,200000 0,289561 0,289561 0,016769
355 1660161193 16,951053 0,200000 16,951053 16,951053 57,467641
348 1660161194 0,303730 0,200000 0,303730 0,303730 0,018450
358 1660161194 0,289561 0,200000 0,289561 0,289561 0,016769
355 1660161194 16,951053 0,200000 16,951053 16,951053 57,467641
348 1660161195 0,303730 0,200000 0,303730 0,303730 0,018450
358 1660161195 0,289561 0,200000 0,289561 0,289561 0,016769
355 1660161195 16,951053 0,200000 16,951053 16,951053 57,467641
352 1660161196 0,303869 0,200000 0,303869 0,303869 0,018467
330 1660161196 0,335252 0,200000 0,335252 0,335252 0,022479
352 1660161197 0,303869 0,200000 0,303869 0,303869 0,018467
330 1660161197 0,335252 0,200000 0,335252 0,335252 0,022479
352 1660161198 0,303869 0,200000 0,303869 0,303869 0,018467
330 1660161198 0,335252 0,200000 0,335252 0,335252 0,022479
352 1660161199 0,303869 0,200000 0,303869 0,303869 0,018467
330 1660161199 0,335252 0,200000 0,335252 0,335252 0,022479
352 1660161200 0,303869 0,200000 0,303869 0,303869 0,018467
330 1660161200 0,335252 0,200000 0,335252 0,335252 0,022479
348 1660161206 0,285852 0,200000 0,285852 0,285852 0,016342
361 1660161206 0,102427 0,200000 0,102427 0,102427 0,002098
348 1660161207 0,285852 0,200000 0,285852 0,285852 0,016342
361 1660161207 0,102427 0,200000 0,102427 0,102427 0,002098
348 1660161208 0,285852 0,200000 0,285852 0,285852 0,016342
361 1660161208 0,102427 0,200000 0,102427 0,102427 0,002098
348 1660161209 0,285852 0,200000 0,285852 0,285852 0,016342
361 1660161209 0,102427 0,200000 0,102427 0,102427 0,002098
348 1660161210 0,285852 0,200000 0,285852 0,285852 0,016342
361 1660161210 0,102427 0,200000 0,102427 0,102427 0,002098
358 1660161211 0,273644 0,200000 0,273644 0,273644 0,014976
355 1660161211 15,229969 0,200000 15,229969 15,229969 46,390391
330 1660161211 0,312599 0,200000 0,312599 0,312599 0,019544
358 1660161212 0,273644 0,200000 0,273644 0,273644 0,014976
355 1660161212 15,229969 0,200000 15,229969 15,229969 46,390391
330 1660161212 0,312599 0,200000 0,312599 0,312599 0,019544
355 1660161213 15,229969 0,200000 15,229969 15,229969 46,390391
358 1660161213 0,273644 0,200000 0,273644 0,273644 0,014976
330 1660161213 0,312599 0,200000 0,312599 0,312599 0,019544
358 1660161214 0,273644 0,200000 0,273644 0,273644 0,014976
355 1660161214 15,229969 0,200000 15,229969 15,229969 46,390391
330 1660161214 0,312599 0,200000 0,312599 0,312599 0,019544
358 1660161215 0,273644 0,200000 0,273644 0,273644 0,014976
355 1660161215 15,229969 0,200000 15,229969 15,229969 46,390391
330 1660161215 0,312599 0,200000 0,312599 0,312599 0,019544
348 1660161216 0,316207 0,200000 0,316207 0,316207 0,019997
348 1660161217 0,316207 0,200000 0,316207 0,316207 0,019997
348 1660161218 0,316207 0,200000 0,316207 0,316207 0,019997
348 1660161219 0,316207 0,200000 0,316207 0,316207 0,019997
348 1660161220 0,316207 0,200000 0,316207 0,316207 0,019997
358 1660161221 0,263174 0,200000 0,263174 0,263174 0,013852
355 1660161221 10,460308 0,200000 10,460308 10,460308 21,883608
364 1660161221 0,106785 0,200000 0,106785 0,106785 0,002281
358 1660161222 0,263174 0,200000 0,263174 0,263174 0,013852
355 1660161222 10,460308 0,200000 10,460308 10,460308 21,883608
364 1660161222 0,106785 0,200000 0,106785 0,106785 0,002281
358 1660161223 0,263174 0,200000 0,263174 0,263174 0,013852
355 1660161223 10,460308 0,200000 10,460308 10,460308 21,883608
364 1660161223 0,106785 0,200000 0,106785 0,106785 0,002281
358 1660161224 0,263174 0,200000 0,263174 0,263174 0,013852
355 1660161224 10,460308 0,200000 10,460308 10,460308 21,883608
364 1660161224 0,106785 0,200000 0,106785 0,106785 0,002281
358 1660161225 0,263174 0,200000 0,263174 0,263174 0,013852
355 1660161225 10,460308 0,200000 10,460308 10,460308 21,883608
364 1660161225 0,106785 0,200000 0,106785 0,106785 0,002281
358 1660161226 0,285994 0,200000 0,285994 0,285994 0,016358
355 1660161226 45,731890 0,200000 45,731890 45,731890 418,281152
358 1660161227 0,285994 0,200000 0,285994 0,285994 0,016358
355 1660161227 45,731890 0,200000 45,731890 45,731890 418,281152
355 1660161228 45,731890 0,200000 45,731890 45,731890 418,281152
358 1660161228 0,285994 0,200000 0,285994 0,285994 0,016358
358 1660161229 0,285994 0,200000 0,285994 0,285994 0,016358
355 1660161229 45,731890 0,200000 45,731890 45,731890 418,281152
358 1660161230 0,285994 0,200000 0,285994 0,285994 0,016358
355 1660161230 45,731890 0,200000 45,731890 45,731890 418,281152
330 1660161231 0,363225 0,200000 0,363225 0,363225 0,026386
330 1660161232 0,363225 0,200000 0,363225 0,363225 0,026386
330 1660161233 0,363225 0,200000 0,363225 0,363225 0,026386
330 1660161234 0,363225 0,200000 0,363225 0,363225 0,026386
330 1660161235 0,363225 0,200000 0,363225 0,363225 0,026386
348 1660161241 0,304349 0,200000 0,304349 0,304349 0,018526
348 1660161242 0,304349 0,200000 0,304349 0,304349 0,018526
348 1660161243 0,304349 0,200000 0,304349 0,304349 0,018526
348 1660161244 0,304349 0,200000 0,304349 0,304349 0,018526
348 1660161245 0,304349 0,200000 0,304349 0,304349 0,018526
358 1660161251 0,277158 0,200000 0,277158 0,277158 0,015363
355 1660161251 20,309059 0,200000 20,309059 20,309059 82,491577
330 1660161251 0,329711 0,200000 0,329711 0,329711 0,021742
358 1660161252 0,277158 0,200000 0,277158 0,277158 0,015363
355 1660161252 20,309059 0,200000 20,309059 20,309059 82,491577
330 1660161252 0,329711 0,200000 0,329711 0,329711 0,021742
358 1660161253 0,277158 0,200000 0,277158 0,277158 0,015363
355 1660161253 20,309059 0,200000 20,309059 20,309059 82,491577
330 1660161253 0,329711 0,200000 0,329711 0,329711 0,021742
358 1660161254 0,277158 0,200000 0,277158 0,277158 0,015363
355 1660161254 20,309059 0,200000 20,309059 20,309059 82,491577
330 1660161254 0,329711 0,200000 0,329711 0,329711 0,021742
